instance_name,dist,gammas,taus,eps_case,Bank1_start,Bank2_start,hedgeT,closestNE_knownmat,closestNEdist_knownmat,closestNE_fresh1,closestNEdist_fresh1,closestNE_moving1,closestNEdist_moving1
"TG_mu0.6_sigma0.3[0.7, 0.8]--",TG_mu0.6_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.4251688146364234,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.42501045389578695,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.4135176038600279
"TG_mu0.6_sigma0.3[0.7, 0.8]--",TG_mu0.6_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.524264130520785,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5330248595303728,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5138839310088272
"TG_mu0.8_sigma0.3[0.3, 0.9]--",TG_mu0.8_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.80151664667427e-28,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.196698890840628e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.883655261954156e-28
"TG_mu0.8_sigma0.3[0.3, 0.9]--",TG_mu0.8_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.7913383118648556e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.1103976469461634e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.886197938678274e-27
"TG_mu0.8_sigma0.3[0.3, 0.9]--",TG_mu0.8_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.056848538164938e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.503557764697995e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.2291608313861215e-26
"TG_mu0.8_sigma0.3[0.3, 0.9]--",TG_mu0.8_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4874586144900928e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.521296198762103e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8854998203150063e-26
"TG_mu0.8_sigma0.3[0.3, 0.9]--",TG_mu0.8_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5271715454243082e-25,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.951818329241561e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7767421571698978e-25
"TG_mu0.8_sigma0.1[0.3, 0.9]--",TG_mu0.8_sigma0.1,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.2988520128787243,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3001693555292585,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.2945071061217067
"TG_mu0.8_sigma0.1[0.3, 0.9]--",TG_mu0.8_sigma0.1,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8951705658410114,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8561655390313668,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.9122100975838827
"TG_mu0.8_sigma0.1[0.3, 0.9]--",TG_mu0.8_sigma0.1,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6374360043373941,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6318524797210414,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6466530721559847
"TG_mu0.8_sigma0.1[0.3, 0.9]--",TG_mu0.8_sigma0.1,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6378242329886679,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6483241924449117,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.651449385549849
"TG_mu0.8_sigma0.1[0.3, 0.9]--",TG_mu0.8_sigma0.1,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.378433430551971,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.3846745368349067,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.382976842459845
"TG_mu0.8_sigma0.3[0.1, 0.3]--",TG_mu0.8_sigma0.3,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.44046502478888e-08,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.735940095600055e-08,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.8607513463873095e-08
"TG_mu0.8_sigma0.3[0.1, 0.3]--",TG_mu0.8_sigma0.3,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6729622789817295e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5343451925126563e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.1480967886309476e-07
"TG_mu0.8_sigma0.3[0.1, 0.3]--",TG_mu0.8_sigma0.3,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3488555966446943e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1368508879305486e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8101309564485932e-06
"TG_mu0.8_sigma0.3[0.1, 0.3]--",TG_mu0.8_sigma0.3,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.576951963375937e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.106988571929062e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.444400977665657e-07
"TG_mu0.8_sigma0.3[0.1, 0.3]--",TG_mu0.8_sigma0.3,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.8171238301511985e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.613384719588614e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.469502853034551e-06
"TG_mu0.1_sigma0.4[0.3, 0.9]--",TG_mu0.1_sigma0.4,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5160212760546407e-55,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5697344047116887e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.743488301135736e-55
"TG_mu0.1_sigma0.4[0.3, 0.9]--",TG_mu0.1_sigma0.4,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.307131428131353e-55,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.4736699566505495e-55,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.9315317266704784e-54
"TG_mu0.1_sigma0.4[0.3, 0.9]--",TG_mu0.1_sigma0.4,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.887388123827972e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.726262174236898e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1102642926676563e-53
"TG_mu0.1_sigma0.4[0.3, 0.9]--",TG_mu0.1_sigma0.4,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.788650966971685e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.906939120801137e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.734980104256452e-54
"TG_mu0.1_sigma0.4[0.3, 0.9]--",TG_mu0.1_sigma0.4,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.485229381030831e-53,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.125010178681921e-53,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.828272385098429e-53
"TG_mu0.8_sigma0.1[0.2, 0.3]--",TG_mu0.8_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.30880817058223176,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.308829817029549,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.312321772890529
"TG_mu0.8_sigma0.1[0.2, 0.3]--",TG_mu0.8_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.9140364656535271,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.9196145054655991,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.912512428481792
"TG_mu0.8_sigma0.1[0.2, 0.3]--",TG_mu0.8_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6490437738606167,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6486147765569699,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.649613407258062
"TG_mu0.8_sigma0.1[0.2, 0.3]--",TG_mu0.8_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.65636016252263,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6550927546839618,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6582506867811864
"TG_mu0.8_sigma0.1[0.2, 0.3]--",TG_mu0.8_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.3863142605109413,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.386662071971257,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.3869372936890656
"TG_mu0.1_sigma0.3[0.7, 0.9]--",TG_mu0.1_sigma0.3,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.286184704740601e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.391122930551348e-07,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.609012444866338e-07
"TG_mu0.1_sigma0.3[0.7, 0.9]--",TG_mu0.1_sigma0.3,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.026643893084643e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.452174141398453e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.543055147772172e-06
"TG_mu0.1_sigma0.3[0.7, 0.9]--",TG_mu0.1_sigma0.3,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.245873297304894e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.141179086811239e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.803419787368167e-05
"TG_mu0.1_sigma0.3[0.7, 0.9]--",TG_mu0.1_sigma0.3,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5799540513895946e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3327175670878783e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.714572196182964e-05
"TG_mu0.1_sigma0.3[0.7, 0.9]--",TG_mu0.1_sigma0.3,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0001624738222162185,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00019204301612456813,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00018888168898626958
"TG_mu0.6_sigma0.1[0.1, 0.7]+-",TG_mu0.6_sigma0.1,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.010621292071221e-35,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0396843361184248e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.604238764560613e-35
"TG_mu0.6_sigma0.1[0.1, 0.7]+-",TG_mu0.6_sigma0.1,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.3804142041270174e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1694286859516834e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.218972826335338e-35
"TG_mu0.6_sigma0.1[0.1, 0.7]+-",TG_mu0.6_sigma0.1,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.536976416586751e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.0622007568012905e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.655086728650914e-34
"TG_mu0.6_sigma0.1[0.1, 0.7]+-",TG_mu0.6_sigma0.1,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7066212521120967e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.9762436278273976e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.2936803056182145e-34
"TG_mu0.6_sigma0.1[0.1, 0.7]+-",TG_mu0.6_sigma0.1,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6638113722876792e-32,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.05444179352144e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.5932598216995805e-33
"TG_mu0.8_sigma0.4[0.3, 0.7]--",TG_mu0.8_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1598389258741263e-19,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.012379844363758e-19,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.433892826117225e-19
"TG_mu0.8_sigma0.4[0.3, 0.7]--",TG_mu0.8_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.637454425248298e-19,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.535605188181017e-19,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.765953885204487e-19
"TG_mu0.8_sigma0.4[0.3, 0.7]--",TG_mu0.8_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.545016531930981e-18,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.220188328815237e-18,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.598804430328033e-18
"TG_mu0.8_sigma0.4[0.3, 0.7]--",TG_mu0.8_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.2132824838468316e-18,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.2372933789784683e-18,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.781149924047897e-18
"TG_mu0.8_sigma0.4[0.3, 0.7]--",TG_mu0.8_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.2806710395307625e-17,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.342468472470481e-17,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.555052301523847e-17
"TG_mu0.8_sigma0.4[0.1, 0.2]--",TG_mu0.8_sigma0.4,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0022350922229089814,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.002150011693551694,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0015807344815560436
"TG_mu0.8_sigma0.4[0.1, 0.2]--",TG_mu0.8_sigma0.4,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.010816231303360735,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00997836130488305,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0094256980855684
"TG_mu0.8_sigma0.4[0.1, 0.2]--",TG_mu0.8_sigma0.4,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.08316533872641457,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.08119602412386662,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.07593601696510463
"TG_mu0.8_sigma0.4[0.1, 0.2]--",TG_mu0.8_sigma0.4,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.041851470890642326,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.037794710976397805,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.03922262362754514
"TG_mu0.8_sigma0.4[0.1, 0.2]--",TG_mu0.8_sigma0.4,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.35894417930464523,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3791566593684281,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3480844808271759
"TG_mu0.8_sigma0.4[0.2, 0.3]--",TG_mu0.8_sigma0.4,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.005192799689641316,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00562537224253288,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0053244589340850045
"TG_mu0.8_sigma0.4[0.2, 0.3]--",TG_mu0.8_sigma0.4,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02496553729206701,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02796220830264696,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.025113759491154866
"TG_mu0.8_sigma0.4[0.2, 0.3]--",TG_mu0.8_sigma0.4,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.18104876255003963,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.18460256811076708,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.17450335006531956
"TG_mu0.8_sigma0.4[0.2, 0.3]--",TG_mu0.8_sigma0.4,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09459866328954836,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09467648527406283,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.08607003256164414
"TG_mu0.8_sigma0.4[0.2, 0.3]--",TG_mu0.8_sigma0.4,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6705220681236308,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.629730117421315,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6278795991027006
"TG_mu0.2_sigma0.2[0.8, 0.9]--",TG_mu0.2_sigma0.2,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00830500316552885,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.007456603005377316,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.010089013909946548
